Window_End,Hybrid SPY (70/15/15) CAGR,Hybrid SPY (70/15/15) MDD,Dull S&P 500 CAGR,Dull S&P 500 MDD,Hybrid MSCI (40/35/25) CAGR,Hybrid MSCI (40/35/25) MDD,Dull MSCI World CAGR,Dull MSCI World MDD
2001-01-05,0.141178637258339,-0.3610804845899772,0.15309188289743458,-0.32889094797613794,0.1385556875434537,-0.43318628021516226,0.14614537912981795,-0.32948588878557905
2001-01-12,0.14465166199835533,-0.35827455502461036,0.15599506760039406,-0.32889094797613794,0.14295606264935845,-0.4277173230984569,0.14906271734966836,-0.32948588878557905
2001-01-19,0.1469318988216488,-0.3686941286176775,0.15770803238944064,-0.32889094797613794,0.1460604087892079,-0.4480093151058159,0.15079558091964906,-0.32948588878557905
2001-01-26,0.15041419933703026,-0.3738736088332175,0.15843108794118588,-0.32889094797613794,0.15250517246835837,-0.45795255220451625,0.15154610303281046,-0.32948588878557905
2001-02-02,0.1513676708295928,-0.3703733077905018,0.15934053883593413,-0.32889094797613794,0.15369584829528193,-0.4513115262473625,0.15248192036194297,-0.32948588878557905
2001-02-09,0.14780547689767087,-0.37983630790142764,0.15743699641808107,-0.3288909479761378,0.14797198697353275,-0.4699111657136853,0.15062142036510973,-0.32948588878557905
2001-02-16,0.14637193444807495,-0.3668403959250274,0.1571727745677296,-0.32889094797613794,0.14574227580565324,-0.44500264420455904,0.150389576074349,-0.32948588878557905
2001-02-23,0.14230261373580544,-0.37035199052439993,0.15458136293315006,-0.32889094797613794,0.13976270208654706,-0.4518274971850592,0.14784348182825235,-0.32948588878557916
2001-03-02,0.141477090131785,-0.3649356688194839,0.15295339906981487,-0.3288909479761378,0.13965707295203367,-0.44128771656166255,0.14625671026657439,-0.32948588878557894
2001-03-09,0.14249015845457325,-0.3672575855738247,0.15327709703215575,-0.3288909479761378,0.14138857166770835,-0.44503202766362004,0.14661017330725912,-0.32948588878557905
2001-03-16,0.13483029007726843,-0.3670373468317383,0.1473715593178182,-0.3288909479761378,0.13110006888686465,-0.44445286202067213,0.14077034655460507,-0.32948588878557905
2001-03-23,0.13369664508884704,-0.36585432266060913,0.14557130976533794,-0.32889094797613794,0.13022911157537842,-0.4423813185208165,0.13901195312518455,-0.32948588878557905
2001-03-30,0.13463550992050433,-0.3622873644474828,0.1467763799713815,-0.32889094797613794,0.13109767721946008,-0.43551346469866203,0.1402415993614161,-0.32948588878557905
2001-04-06,0.1337469158984732,-0.36232373207748303,0.14609178272153067,-0.32889094797613794,0.129905697178349,-0.4354873178143168,0.13959233289497086,-0.32948588878557916
2001-04-12,0.13685867070042224,-0.36412408006394803,0.14886202470584053,-0.32889094797613794,0.13358220561116996,-0.43906873151693426,0.14237595972268324,-0.32948588878557905
2001-04-23,0.14144016516808922,-0.3705889633381848,0.15080637558553134,-0.32889094797613794,0.14106072056557006,-0.4517487327279285,0.1443451436723191,-0.32948588878557905
